alim_grp_nom_fr;alim_nom_fr;Energie;Eau;Proteines;Glucides;Lipides;Sucres;Fructose;Galactose;Glucose;Lactose;Maltose;Saccharose;Amidon;Fibres alimentaires;Polyols totaux;Cendres;Alcool;Acides organiques;AG satures;AG monoinsatures;AG polyinsatures;AG 4:0, butyrique;AG 6:0, caproeque;AG 8:0, caprylique;AG 10:0, caprique;AG 12:0, laurique;AG 14:0, myristique;AG 16:0, palmitique;AG 18:0, stearique;AG 18:1 9c(n9), oleique;AG 18:2 9c,12c(n6), linoleique;AG 18:3 c9,c12,c15(n3), alphalinolenique;AG 20:4 5c,8c,11c,14c(n6), arachidonique;AG 20:5 5c,8c,11c,14c,17c(n3) EPA;AG 22:6 4c,7c,10c,13c,16c,19c(n3) DHA;Cholesterol(mg/100g);Sel chlorure de sodium;Calcium(mg/100g);Chlorure(mg/100g);Cuivre(mg/100g);Fer(mg/100g);Iode(eg/100g);Magnesium(mg/100g);Manganese(mg/100g);Phosphore(mg/100g);Potassium(mg/100g);Selenium(eg/100g);Sodium(mg/100g);Zinc(mg/100g);Retinol(eg/100g);BetaCarotene(eg/100g);Vitamine D(eg/100g);Vitamine à(mg/100g);Vitamine K1(eg/100g);Vitamine K2(eg/100g);Vitamine C(mg/100g);Vitamine B1 ou Thiamine(mg/100g);Vitamine B2 ou Riboflavine(mg/100g);Vitamine B3 ou PP ou Niacine(mg/100g);Vitamine B5 ou Acide pantothenique(mg/100g);Vitamine B6(mg/100g);Vitamine B9 ou Folates totaux(eg/100g);Vitamine B12(eg/100g)
viandes. ?ufs. poissons et assimiles;Coquille SaintJacques. noix. crue;83.6;78.7;17.9;1.15;0.84;0;0.3;;0.3;;0.3;0.3;0;0;0;1.49;0;0;94;32;0.17;;;;;;0.0062;57;25;3;0.0018;0.0014;;0.05;81;38;0.34;11.9;;0.1;0.58;28;44;1.15;224;392;7.7;137;1.56;2;;0.5;1.04;;;;0.04;46;1.97;92;0.13;;2
viandes. ?ufs. poissons et assimiles;Pecten d'Amerique ou Peigne du canada. noix. crue;81.3;78.7;17.3;1.78;0.54;;;;;;;;0;0;0;1.67;0;0;;;0.34;;;;;;15;0.13;35;;0.0032;0.0014;0.0093;0.14;0.18;;;22;;;;;;;234;;;;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Petoncle ou Peigne du Perou. noix. crue;88.7;;17.5;3.1;0.7;0;;;;;;;0;0;0;0.38;0;0;0.3;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;;;150;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Crevette rose. crue;92.3;76.3;21.9;0;0.53;;;;;;;;0;0;0;1.62;0;0;0.11;96;0.13;0;0;0;0;0;0.0058;76;24;36;12;0.0024;23;29;63;112;0.3;64;;0.39;0.52;;35;33;214;264;;119;1.34;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Grenouille. cuisse. crue;70;82;16.2;0.66;0.28;0;0.3;;0.3;;0.3;0.3;0;0;0;0.89;0;0;73;53;0.1;0;0;0;0;0;0.00096;52;0.02;;;;;14;0.02;50;0.14;18.5;;0.25;2.58;6;21.5;;241;302;;54.5;1.5;15;0;0.35;1;0.1;;5;0.15;0.19;1.2;;0.84;12.5;0.4
viandes. ?ufs. poissons et assimiles;Rillettes de crabe. preemballees;192;;12.2;3.5;13.6;1.6;0.3;;0.9;;0.3;0.3;;3.5;0;2.17;0;traces;1.1;7.8;3.58;;;;;;;;;;2.28;1.18;;;;;1.11;;;;;;;;;;;440;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Rillettes de poisson. preemballees;243;59.9;13.9;0.3;20.7;0.3;0.2;;0.2;0.3;0.2;0.2;;0;0;1.66;0;0;4.24;9.31;5.98;0.11;0.07;0.05;0.09;0.1;0.65;2.21;0.69;7.37;3.72;0.93;0.03;0.38;0.7;42.7;0.96;26;626;0.04;0.55;20;22;0.02;130;200;30;385;0.39;41.8;;2.58;4.05;10.1;;0.5;83;62;5.42;0.4;0.14;11.7;3.57
viandes. ?ufs. poissons et assimiles;Rillettes de saumon. preemballees;237;62.8;15.1;2;18.4;0.9;0.3;;0.35;;0.25;0.25;0;1.6;0;1.81;0;traces;2.4;8.9;5.84;18;17;0.0086;0.02;43;0.28;1.63;0.4;8.61;2.48;0.98;41;0.78;0.91;29.9;1.3;14;737;0.1;0.4;10;21;0.1;130;222;20;510;0.4;6;;2.5;4.65;;;;56;0.11;4.25;0.42;0.24;19;2.15
viandes. ?ufs. poissons et assimiles;Rillettes de thon. preemballees;199;63.5;16.4;1.65;13.8;1.2;0.3;;0.45;;0.25;0.28;0;1.4;0;1.71;0;traces;1.1;6.7;5.35;0.0081;0.0081;0.0081;0.0081;0.0081;37;0.75;0.31;6.7;4.02;0.68;52;0.14;0.46;44.9;1.24;18.4;707;0.1;0.7;6;25.5;0.1;121;202;8;490;0.5;5;;1.2;7.09;;;;0.22;0.07;9.1;0.16;0.36;27;2.6
viandes. ?ufs. poissons et assimiles;Rillettes de maquereau. preemballees;246;;11;1;22;0;;;;;;;;0;0;;0;traces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Terrine de poisson. preemballee;171;66.5;11;5.5;11.4;0.2;67;;67;0.1;0.1;0.1;4;1.4;0;2.01;0;traces;4;4.07;2.83;34;26;22;34;47;0.25;1.12;0.33;4.07;1.46;0.64;16;0.44;0.27;37.3;1.25;30.5;877;0.1;0.4;25;19;0.1;66;210;13;500;0.4;15;;1.2;4;;;0.5;45;0.11;1.6;0.32;0.12;23;1.05
viandes. ?ufs. poissons et assimiles;Terrine de fruits de mer. avec ou sans poisson. preemballee;188;68.4;8.4;6.5;14;1.2;0.1;;0.1;;0.1;0.1;;1.3;0;2.32;0;traces;3.4;6.39;2.59;;;;93;;;;;;;;;0.49;0.3;37.3;1.48;183;;0.05;2.3;310;22.7;0.05;66;157;13;590;1.2;15;;1.2;4;;;0;45;0.11;1.6;0.32;0.12;23;1.05
viandes. ?ufs. poissons et assimiles;Tarama. preemballe;534;30;6.75;3.19;54.8;0.75;0.3;;0.29;;0.19;0.24;2.44;0.74;0;1.86;0;traces;4.61;32.1;16.2;0.025;0.025;0.025;0.025;0.025;0.16;2.85;0.17;31.9;9.98;4.32;0.025;0.41;0.32;65.2;1.69;8.5;935;0.1;0.4;10;6.6;0.1;79;80.9;5;676;0.7;5;53;0.96;9;;;0.5;0.1;95;0.57;0.64;84;16;2.7
viandes. ?ufs. poissons et assimiles;Calmar ou Calamar ou encornet. à la romaine(beignet);252;51.5;8.69;21.2;14.4;2.58;0.3;;0.3;;0.87;0.21;18.6;1.66;0;2.6;0;0;1.77;3.45;4.66;;;;;11;22;0.92;0.47;3.45;4.04;36;;55;88;90;2.13;32.1;845;0.1;1;18.8;20.4;0.11;236;88.8;3;852;1;2;50;0.2;1.8;;;0;0.05;1.1;0.56;0.3;0.05;11.5;1.2
viandes. ?ufs. poissons et assimiles;Crabe. miettes et ou pattes decortiquees. appertise. egoutte;111;72.4;14.8;8.72;1.8;0.6;0.3;;0.3;0;0.3;0.6;;0.33;0;2.09;0;0;0.23;0.27;0.48;;;;;0;13;0.12;63;0.15;0.04;31;0.0077;0.27;0.13;78;1.59;120;830;0.44;3.5;60;32;0;220;110;31;638;11.9;0;;0;2.4;0;;0;0.05;0.4;1.7;0.71;0.3;20;13.5
viandes. ?ufs. poissons et assimiles;Langoustine. panee. frite;282;44.6;10.9;29;13.6;traces;0;;0;0;0;0;29;traces;0;2.12;0;0;1.5;4.1;7.3;;;;;;;;;;;;;0.24;0.06;110;1.65;;610;0.16;1.7;41;24;0.35;310;130;17;660;0.6;0;0;0;0;;;0;0.11;0.04;1.2;0.26;0.09;0;1
viandes. ?ufs. poissons et assimiles;Beignet de crevette;222;54.2;6.5;26;10;11;2.15;;2.35;0.1;0.2;0.55;;1;0;2.38;0;0;0.5;7.09;0.79;;;;;;;;;;;;;0.06;51;;1.9;77;1000;;1;22;18.1;;;102;41.7;770;0.5;traces;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Moule. appertisee. egouttee;102;75.1;14.6;5.93;2.2;0.5;0.3;;0.3;;0.3;0.5;;0;0;2.16;0;0;0.54;0.3;1.06;;;0;0;0;0.11;0.33;0.11;0;0.03;0.02;;0.45;0.45;38;1.6;57;;0.16;8.44;197;42;0.7;189;98;57.2;639;3.56;21.1;;0;3.5;0;;0;0.01;0.11;1;;0.08;27;10.2
viandes. ?ufs. poissons et assimiles;Escargot en sauce au beurre persille. preemballe. cuit;277;57.2;12.9;2.26;23.7;1.02;0.3;;0.3;;0.3;0.33;;1.69;0;3.19;0;traces;14.8;5.63;0.85;0.85;0.53;0.3;0.62;0.75;2.39;6.76;2.18;4.44;0.41;0.11;64;21;0.011;225;1.66;;992;2.3;2.5;20;35;0.34;150;89;50;665;1.2;131;;0.5;;10.4;;;65;0.04;0.2;0.25;69;14.1;0.26
viandes. ?ufs. poissons et assimiles;Moules à la sauce catalane ou escabeche(tomate). appertisee. egouttee;145;;12.5;5;7.9;3.7;1;;1.5;;0.5;0.7;;2;0;2.17;0;0;0.91;2.08;3.33;;;;;;;;;;3.21;0.03;;;;;1.73;;;;;;;;;;;691;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Accra de poisson;275;49.5;12.4;15.1;17.6;2.55;0.3;;0.2;0.2;1.1;0.4;12.6;3;0;2.3;0;0;2.3;9.46;5.01;0.0056;0.0056;0.0056;0.0056;0.0056;97;1.23;0.51;9.34;4.67;73;14;23;46;68.8;1.24;55.3;743;0.1;1.1;20;18;0.3;110;216;18;583;0.8;7.5;;0.5;4.84;;;0.5;64;0.1;1.1;0.35;0.19;33;0.43
viandes. ?ufs. poissons et assimiles;Carpaccio de saumon avec marinade;194;64.3;19.8;0.22;12.7;0;;;;;;;0.02;0;0;1.67;0;traces;2.44;6.78;2.92;;;;;;;;;;;;;0.4;0.57;51.9;98;14.9;;0.08;0.64;37.9;24.7;0.06;173;279;19.5;39;0.55;13.6;;4.23;3.25;;;4.21;0.25;0.08;6.26;1.46;0.55;16.3;4.33
viandes. ?ufs. poissons et assimiles;Maquereau. filet grille. appertise. nature. egoutte;246;59.9;19.7;0.55;18.3;;;;;;;;;0;0;1.56;0;0;4.27;7.63;4.73;0.01;0.01;0.01;0.01;0.01;1.18;2.41;0.47;2.16;0.48;0.25;0.08;1.25;2.11;64.8;0.84;38;571;0.1;1.1;20;23;0.03;170;200;70;337;0.8;51.7;5;4.56;1.23;0.8;;0.5;27;0.14;5.32;0.47;62;8.37;10.5
viandes. ?ufs. poissons et assimiles;Anchois. filets roules aux cepres. semiconserve. egoutte;198;;24.8;1.48;10.3;;;;;;;;;1;0;17.4;0;0;0.86;2.09;4.49;0.0073;0.0073;0.0073;0.0073;0.0073;0.0073;0.44;0.25;;3.78;28;0.0073;0.0073;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Anchois. filets à l'huile. semiconserve. egoutte;182;55.1;26.4;0.2;8.45;0;0.3;;0.3;0.3;0.3;0.3;0;0.25;0;12.2;0;0;3.08;3.55;1.4;0.0041;0.0041;0.0041;0.0041;12;71;0.79;2.07;3.42;0.34;53;11;0.41;0.58;75.5;11.3;189;6090;0.25;3.22;30;43.7;0.1;231;355;8;4210;2.92;5;0;1.7;1.16;12.1;;0.5;0.04;0.25;3.9;0.63;0.37;14.5;20.9
viandes. ?ufs. poissons et assimiles;Carrelet ou plie. pane. frit;242;58.5;13.4;8.86;16.8;;0;;0;0;0;0;;1;0;1.4;0;0;2;3.4;10.7;;;;;;;;;;;;;;;60;0.66;27;240;52;0.54;14;22.4;0.29;132;234;20;264;0.73;0;;0;0;0;;0;0.18;0.06;0.8;0.82;0.12;27;0
viandes. ?ufs. poissons et assimiles;Oeufs de lompe. semiconserve;111;76;10.4;1;7.27;0;0.15;;0.15;0;0.15;0.15;0;0;0;5.12;0;traces;1.97;1.42;3.52;0.0036;0.0036;0.0036;0.0036;0.0036;0.16;1.2;0.3;1.17;78;0.06;46;1.36;1.77;253;4.87;11.6;3000;0.1;0.4;60;3;0.1;83;68.4;8;1950;0.8;13;0;2.65;1.89;0.6;;0.5;0.04;71;0.16;0.28;0.08;25;5.45
viandes. ?ufs. poissons et assimiles;Caviar. semiconserve;254;;25;traces;17.1;traces;;;;;;;0;0;0;;0;traces;3.21;4.88;7.33;;;;;;;;;;;;;1.36;1.77;;;;;0.04;;117;;0.07;;;8;;0.8;;;;1.6;;;;0.49;71;0.08;0.28;0.08;25;5.45
viandes. ?ufs. poissons et assimiles;Hareng marine ou rollmops;211;64.7;13.7;8;13.8;1.9;0.2;;0.2;0.2;0.2;0.9;1.1;0;0;2.82;0;traces;2.51;8.02;1.92;0;0;16;11;0;0.8;1.55;0.13;2.49;0.39;0.23;;0.57;0.73;36.5;2.56;53.5;;0.11;1.07;47;7.2;35;70.5;56.5;46;1030;0.59;27.3;0;13.2;1.48;0.2;;0;33;0.13;2.9;81;0.19;1.9;5.1
viandes. ?ufs. poissons et assimiles;Limandesole. panee. frite;206;60.5;16.7;11.9;10.2;1;;;;;;;;0;0;0.69;0;0;1.3;3.8;4.63;;;;;;;;;;;;;59;0.11;;0.69;;;0.01;;25;;traces;;;73;270;0.5;;0;;0.1;;;;0.1;0.1;3.8;0.29;0.14;13;1
viandes. ?ufs. poissons et assimiles;Pilchard. sauce tomate. appertise. egoutte;167;70.1;13;3.99;11;1;0.5;;0.4;0;0;0;;0;0;1.87;0;0;2.35;2.19;3.4;;;;;0;0.3;0.9;0.4;;0.12;0.07;;0.84;2.3;56;1;250;520;0.16;2.5;64;29;0.11;280;310;30;400;1.3;7;0;14;2.5;;;traces;0.01;0.33;5.9;0.85;0.27;0;13
viandes. ?ufs. poissons et assimiles;Poisson. croquette ou beignet ou nuggets. frit;255;50.5;13.2;18.4;13.7;1.6;0;;0;0;0;0;15.2;2.5;0;1.71;0;0;1.69;4.6;5.19;;;;;13;27;1.13;0.45;4.6;4.63;67;;67;0.12;49;1.04;31.1;0.8;45;0.7;48.7;22.3;0.12;130;259;2.13;418;0.41;2;0;traces;0;;;traces;0.11;0.07;1.24;0.32;0.15;32.2;1.54
viandes. ?ufs. poissons et assimiles;Poisson pane. surgele. cru;162;64.8;11;16.1;5.73;2.2;0.3;;0.3;0;1.22;0.3;13.9;0.9;0;1.55;0;0;1.3;1.94;2.24;;;0.02;0.01;0.0056;0.02;0.66;0.23;1.38;2.13;21;0.0054;36;0.05;21;0.69;20;800;0.07;0.51;110;29;0.25;108;322;;270;0.53;traces;;traces;;;;traces;0.09;0.14;1.7;0.33;0.28;;1
viandes. ?ufs. poissons et assimiles;Poisson pane. frit;193;62.2;11.9;13.4;10;1.1;0;;0;0;0;0;12.1;0.9;0;1.48;0;0;2.15;3.34;4.09;0.05;0.05;21;0.01;0.15;0.15;1.34;0.37;;;31;;0.15;0.27;36;0.84;15.1;501;55;0.44;5;32.4;0.14;164;286;6.24;338;0.39;16;0;traces;3.8;;;0.5;62;73;1.6;0.25;0.12;29;1.95
viandes. ?ufs. poissons et assimiles;Sardine. à l'huile. appertisee. egouttee;207;60.5;24.4;0.49;12;0;0.15;;0.15;0;0.15;0.15;0;0;0;2.65;0;0;2.56;4.33;3.41;0.0067;0.0067;0.0067;0.0067;0.0045;0.35;1.64;0.41;3.27;0.9;0.18;56;0.67;1;59.4;0.75;333;477;62;1.97;80.1;38.5;0.1;306;368;35;300;1.89;4.7;0;7.56;1.44;0;;0;0.04;0.16;7.1;0.68;0.28;16;13.6
viandes. ?ufs. poissons et assimiles;Sardine. sauce tomate. appertisee. egouttee;193;64.9;20.2;1.38;11.6;0.7;0.47;;0.23;0;0.2;0.25;;1.05;0;2.52;0;0;3.04;3.65;4.24;0.0067;0.0067;0.0067;0.01;11;0.63;2.01;0.38;2.05;1.19;0.16;83;1.31;1.25;80.8;0.7;378;590;0.24;2.6;45.1;32.5;0.24;352;376;37.7;280;1.8;4;;12.5;2.3;0;;0;0.04;0.17;7.38;0.7;0.15;16;9.88
viandes. ?ufs. poissons et assimiles;Thon. au naturel. appertise. egoutte;111;72.7;26.8;0;0.4;0;0;;0;0;0;0;0;0;0;1.33;0;0;86;78;0.12;0.01;0.01;0.01;0.01;0.00016;11;71;0.0034;78;0.0042;0.0017;1;0.02;88;50;0.74;6.26;428;31;0.76;16;24;0.0037;155;207;305;251;0.45;6.5;0;5.08;1.2;0;;0;0.03;53;13.6;94;0.44;16.3;2.53
viandes. ?ufs. poissons et assimiles;Sardine. à l'huile d'olive. appertisee. egouttee;202;60.1;24.3;1.06;11.2;0;0;;0;0;0;0;0;0;0;3.4;0;0;3.13;3.84;3.65;0.0051;0.0051;0.0051;0.0051;0.0051;0.36;1.92;0.42;3.37;0.19;75;67;1.24;1.69;47.6;0.73;798;510;0.1;3.3;15;;0.16;530;357;11;291;2.2;4;0;10.8;1.9;;;0;0.04;0.15;7.1;0.69;0.36;12;13.7
viandes. ?ufs. poissons et assimiles;Surimi. betonnets. tranche ou repe saveur crabe;125;72.5;8.31;11.8;4.92;2.1;0.3;;0.39;;0.3;1.71;9.7;0.33;0;2.15;0;traces;0.46;2.37;1.36;0.0016;0.0016;0.0016;0.0016;0.0016;19;0.32;92;2.36;0.74;0.3;0.01;98;0.21;10.8;1.58;19;1010;0.04;0.4;10;11.5;0.0089;44;51.8;9.23;632;0.19;28;0;0.5;1.1;0.1;;0;0.02;21;0.22;0.07;0.03;2;0.71
viandes. ?ufs. poissons et assimiles;Oeufs de cabillaud. fumes. semiconserve;146;67;26.9;0.1;4.2;;;;;;;;;0;0;1.9;0;traces;0.56;0.65;1.31;;;0;0;0;0;0.47;93;0.37;93;0;;0.37;0.84;;0.73;8.2;;82;1.11;230;12.8;0.13;453;280;;290;4.3;8.7;;27.2;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Thon germon ou thon blanc. cuit à la vapeur sous pression;165;64;30;0;5.06;;0;;0;0;0;0;;0;0;1.24;0;0;1.35;1.07;2.18;;;;;;;;;;;;;37;0.16;;0.1;1.33;;0.22;1.01;40;34.3;0.02;307;390;;41.1;0.54;4;0;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Maquereau. filet sauce tomate. appertise. egoutte;227;61.9;17.7;1.94;16.3;0.94;0.45;;0.35;0.2;0.2;0.15;1;1.02;0;1.15;0;0;2.92;6.35;4.51;0.0055;0.01;0.0055;14;0.0094;0.91;1.66;0.32;1.91;1.28;0.22;45;0.81;1.63;75;0.64;20;200;0.1;1.1;63.8;25;0.06;135;326;37.4;257;1;48.4;;2.38;0.9;0;;0;0.06;0.16;4.55;0.6;0.3;19;7.5
viandes. ?ufs. poissons et assimiles;Maquereau. filet sauce moutarde. appertise. egoutte;217;61.7;20.8;1.09;14.2;0.8;0.28;;0.15;;0.28;0.36;0;0.58;0;1.62;0;0;3.92;2.5;7.09;0.0066;0.0066;0.0066;0.0066;14;0.75;1.75;0.4;2;0.84;0.25;67;2.87;1.63;71.5;1.01;22.9;743;0.1;1.3;20;26.7;0.1;127;180;5;405;0.4;38;;7.3;1.63;;;;51;0.15;5.1;0.23;0.25;;8.2
viandes. ?ufs. poissons et assimiles;Maquereau. filet au vin blanc. appertise. egoutte;207;64.4;17.8;2.25;14.1;0.5;0.3;;0.3;;0.3;0.3;;0;0;1.51;0;0;2.92;5.91;4.88;56;0.11;0.0051;0.0051;0.0089;0.88;1.57;0.29;1.26;0.24;0.17;0.09;0.55;0.93;56.4;0.97;184;524;0.1;0.84;14.4;17;0.1;123;165;28.8;387;1.02;19;0;5.44;0.88;;;traces;25;0.24;4.42;0.27;0.2;;9.14
viandes. ?ufs. poissons et assimiles;Saumon. appertise. egoutte;180;68.5;20.5;1.5;10.2;;0;;0;0;0;0;;0;0;2.27;0;0;1.68;3.27;2;;;;;0;0.29;1.15;0.24;1.75;0.11;61;39;0.63;0.85;90;1.22;270;730;38;0.45;30;42;48;440;300;42;488;0.7;90;;13;1.5;0;;0;0.04;0.18;7;0.55;0.45;12;3.1
viandes. ?ufs. poissons et assimiles;Maquereau. au naturel. appertise. egoutte;189;65.7;21.6;0;11.4;0;0;;0;0;0;0;;0;0;1.86;0;0;2.73;4.37;3.11;0;0;0;0;7;0.73;1.65;0.35;1.73;0.26;0.23;;0.69;1.52;79.5;1.21;128;610;0.13;1.57;21.9;30.5;0.04;261;225;31.9;485;1.31;76.2;0;5.01;0.97;0.1;;0;0.05;0.19;6.39;0.58;0.23;7.5;7.32
viandes. ?ufs. poissons et assimiles;Merlan. pane;190;62.6;12.6;13;9.57;1.7;0;;0;0;0;0;;0.9;0;1.3;0;0;1.1;3.42;4.63;;;;;;;;;;;;;;;0;0.64;48;190;0;0.7;;33;0;260;320;;250;0;0;;0;2.48;;;0;0;0;0;0;0;0;0
viandes. ?ufs. poissons et assimiles;Foie de morue. appertise. egoutte;433;45.7;7.25;1.1;44.4;;0;;0;0;0;0;;0;0;1.57;0;0;6.87;21.9;10.4;;;;;;1.52;4.1;0.94;8.65;0.56;0.28;0.16;3.08;4.06;186;1.12;10;;0.4;2.1;105;10.3;0.1;145;130;107;446;2;4170;;54.3;4.96;;;4;0.04;0.6;3.28;0.54;0.15;188;14.4
viandes. ?ufs. poissons et assimiles;Oeufs de truite. semiconserve;;58.7;26.3;;9.5;0.2;0.2;;0.2;0.2;0.2;0.2;;0;0;3.69;0;traces;1.65;3.03;4.22;0.01;0.01;0.01;0.01;0.01;0.13;1.09;0.37;2.19;0.72;0.23;0.15;0.66;1.91;443;2.68;58;1860;0.17;1.1;70;46;0.28;400;180;80;1070;3.1;343;;7.17;9.74;1.58;;0.5;0.5;0.88;0.1;3;0.1;165;10.4
viandes. ?ufs. poissons et assimiles;Anchois au sel(anchoite. semiconserve);128;;25;0;3.1;0;;;;;;;0;0;0;10.3;0;0;0.82;0.76;1.05;;;;;;;;;;;;;;;70;9.01;542;;;6.9;;;;481;215;;3600;1.7;55;0;4.6;0.29;;;0;0.06;0.26;14;;0.14;8;
viandes. ?ufs. poissons et assimiles;Thon germon ou thon blanc. à l'huile d'olive. appertise. egoutte;192;59.3;31.3;1.01;6.95;0;0;;0;0;0;0;0;0;0;1.41;0;0;1.41;3.9;1.3;0.0031;0.0031;0.0031;0.0031;0.0031;32;1.01;0.33;3.79;0.35;35;56;0.14;0.68;40.1;0.67;1;240;0.1;0.5;6;35.9;0.1;196;331;11;270;0.4;4;0;0.86;1.75;;;0;0.04;51;15.6;0.16;0.63;5;2.45
viandes. ?ufs. poissons et assimiles;Thon à l'huile de tournesol. entier. appertise. egoutte;206;62.1;23.3;0.76;12.2;;;;;;;;0;0;0;1.63;0;0;1.34;3.7;6.58;0.01;0.01;0.01;0.01;0.01;0.02;0.77;0.4;3.55;6.44;0.01;0.01;0.02;0.09;41.4;0.93;12;632;0.06;0.77;20;32;0.01;180;220;90;373;0.65;21;;0.81;7.65;0.8;;;0.015;28;10.9;0.16;0.14;9.99;3.05
viandes. ?ufs. poissons et assimiles;Thon albacore ou thon jaune. au naturel. appertise. egoutte;128;68.5;26.6;0.58;1.98;0.094;0.3;;0.23;;0.23;0.26;;1.5;0;1.57;0;0;0.71;0.37;0.8;0.0011;0.0011;0.0011;0.0011;0.0011;44;0.42;0.17;0.26;0.02;0.0065;75;0.1;0.56;60.7;0.71;1.5;573;0.1;1.3;1;26.1;0.1;166;245;68;283;0.4;22;;6.1;1.08;2.3;;;0.04;45;10.6;0.16;0.4;;2.05
viandes. ?ufs. poissons et assimiles;Maquereau. marine;185;66.6;16.3;traces;13.3;;;;;;;;;0;0;2.86;0;traces;;;;;;;;;;;;;;;;;;;2.29;14.6;;0.09;0.6;;13.6;0.1;92.9;90.8;16;915;0.25;34.5;;7.3;;;;;37;0.13;3.18;0.22;0.25;12.4;
viandes. ?ufs. poissons et assimiles;Anchois commun. marine. preemballe;136;60.2;23.9;2.7;3.26;0;;;;;;;0;0;0;8.85;0;traces;1.04;0.69;1.36;0.0016;0.0016;0.0016;0.0016;4;0.11;0.67;0.12;0.57;0.33;26;15;0.35;0.54;105;5.58;120;5310;0.17;2.8;8;102;0.14;148;159;46;2230;1.95;11;0;2.4;1.1;;;;0.04;0.2;2.75;0.41;0.18;37;15.3
viandes. ?ufs. poissons et assimiles;Sardine. filets sans aretes à l'huile d'olive. appertises. egouttes;213;61.4;21.5;0.62;13.9;0;0.2;;0.2;0.2;0.2;0.2;0;0;0;2.65;0;0;3.16;4.9;3.1;0.01;0.01;0.01;0.01;12;0.61;2.09;0.45;1.82;0.21;88;;0.68;1.02;;0.7;108;637;0.1;2.3;40;37;0.1;262;357;46;282;2;2.5;;7.4;2.1;;;;0.04;0.23;7.3;0.75;0.4;;13.6
viandes. ?ufs. poissons et assimiles;Surimi. fourre au fromage;149;72.3;6.6;9.24;9.3;2.8;0.2;;0.2;0.3;0.2;2.4;;1;0;1.9;0;0.16;3.84;3.59;1.25;0.19;0.12;0.07;0.15;0.18;0.6;1.88;0.52;3.2;0.83;0.36;0.01;0.01;0.02;28.3;1.72;19;1020;0.02;0.08;20;9.5;0.01;36;49;20;688;0.2;47.4;;0.25;0.98;4.15;;0.5;0.015;31;0.1;91;18;10.5;0.47
viandes. ?ufs. poissons et assimiles;Thon à la tomate. miettes. appertisees. egouttees;130;;14.6;4.33;5.93;3.33;1.2;;1;;0.3;0.8;;0.58;0;1.68;0;0;0.83;1.26;2.49;;;;;;;;;;2.39;0.01;;;;;1.22;;;;;;;;;;;489;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Thon. à la catalane ou à l'escabeche(sauce tomate). appertise;142;;10.8;5.05;8.6;2.93;;;1.1;;0.2;0.35;;1.5;0;1.62;0;0;0.67;5;2.5;0.01;0.01;0.01;0.01;18;15;0.43;0.14;4.48;1.68;0.72;;;0.05;;1;;;;;;;;;;;402;;;;;;;;;;;;;;;
viandes. ?ufs. poissons et assimiles;Thon à l'huile de tournesol. miettes. appertisees. egouttees;227;60.9;23.4;0;14.8;0.25;;;0.2;;0.2;0.25;0;0;0;1.46;0;0;1.62;4.55;7.93;0.01;0.01;0.01;0.01;0.01;0.02;0.95;0.48;4.36;7.76;0.01;0.01;0.02;0.12;38;0.85;11;569;0.06;1;20;27;0.01;160;210;100;339;0.71;21;;1.21;8.68;0.8;;;0.015;27;12.2;0.19;0.11;6.71;4.46
viandes. ?ufs. poissons et assimiles;Oeufs de saumon. semiconserve;224;49;30.8;1.5;10.5;0.2;0.2;;0.2;0.2;0.2;0.2;;0;0;3.42;0;traces;2.05;3.4;4.51;0.01;0.01;0.01;0.01;0.01;0.46;1.13;0.36;1.95;0.12;0.11;0.1;1.66;1.84;541;2.34;5.6;1710;0.01;0.08;330;8.1;0.09;2.6;94;20;936;0.05;393;;27;7.52;0.8;;0.5;0.35;0.5;0.33;1.68;0.11;124;48.6
viandes. ?ufs. poissons et assimiles;Oeuf. blanc(blanc d'oeuf). cuit;47.3;87.8;10.3;1.12;0.17;0.7;0.07;0.07;0.34;0.07;0.07;0.07;0;0;0;0.6;0;0;0;0;0;;;;;;;;;;;;;;;0;0.39;6.67;;23;67;;9.67;11;14.7;147;6.1;155;25;0;0;0;0;;;0;6;0.35;78;0.18;7;7.9;56
